year,state_fips,state_abbr,state_name,region,division,total_jail_pop,male_jail_pop,female_jail_pop,black_jail_pop,black_male_jail_pop,black_female_jail_pop,latinx_jail_pop,latinx_male_jail_pop,latinx_female_jail_pop,white_jail_pop,white_male_jail_pop,white_female_jail_pop,native_jail_pop,aapi_jail_pop,other_race_jail_pop,total_pretrial_custody,total_pretrial_juris,total_jail_from_fed,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,total_contracted_out,total_contracted_in,total_jail_admits,male_jail_admits,female_jail_admits,total_jail_discharges,male_jail_discharges,female_jail_discharges,jail_rated_capacity,total_sentenced_custody,is_unified_state,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,black_male_prison_pop,black_female_prison_pop,latinx_prison_pop,latinx_male_prison_pop,latinx_female_prison_pop,white_prison_pop,white_male_prison_pop,white_female_prison_pop,native_prison_pop,native_male_prison_pop,native_female_prison_pop,aapi_prison_pop,aapi_male_prison_pop,aapi_female_prison_pop,other_race_prison_pop,other_race_male_prison_pop,other_race_female_prison_pop,total_prison_admits,male_prison_admits,female_prison_admits,black_prison_admits,black_male_prison_admits,black_female_prison_admits,latinx_prison_admits,latinx_male_prison_admits,latinx_female_prison_admits,white_prison_admits,white_male_prison_admits,white_female_prison_admits,native_prison_admits,native_male_prison_admits,native_female_prison_admits,aapi_prison_admits,aapi_male_prison_admits,aapi_female_prison_admits,other_race_prison_admits,other_race_male_prison_admits,other_race_female_prison_admits,total_pop_15to64,male_pop_15to64,female_pop_15to64,black_pop_15to64,black_male_pop_15to64,black_female_pop_15to64,latinx_pop_15to64,latinx_male_pop_15to64,latinx_female_pop_15to64,white_pop_15to64,white_male_pop_15to64,white_female_pop_15to64,native_pop_15to64,native_male_pop_15to64,native_female_pop_15to64,aapi_pop_15to64,aapi_male_pop_15to64,aapi_female_pop_15to64,total_incarceration,total_incarceration_rate,total_jail_pop_rate,male_jail_pop_rate,female_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,white_jail_pop_rate,native_jail_pop_rate,aapi_jail_pop_rate,total_pretrial_custody_rate,total_sentenced_custody_rate,total_jail_admits_rate,male_jail_admits_rate,female_jail_admits_rate,total_jail_discharges_rate,male_jail_discharges_rate,female_jail_discharges_rate,total_prison_pop_rate,male_prison_pop_rate,female_prison_pop_rate,black_prison_pop_rate,black_male_prison_pop_rate,black_female_prison_pop_rate,latinx_prison_pop_rate,latinx_male_prison_pop_rate,latinx_female_prison_pop_rate,white_prison_pop_rate,white_male_prison_pop_rate,white_female_prison_pop_rate,native_prison_pop_rate,native_male_prison_pop_rate,native_female_prison_pop_rate,aapi_prison_pop_rate,aapi_male_prison_pop_rate,aapi_female_prison_pop_rate,total_prison_admits_rate,male_prison_admits_rate,female_prison_admits_rate,black_prison_admits_rate,black_male_prison_admits_rate,black_female_prison_admits_rate,latinx_prison_admits_rate,latinx_male_prison_admits_rate,latinx_female_prison_admits_rate,white_prison_admits_rate,white_male_prison_admits_rate,white_female_prison_admits_rate,native_prison_admits_rate,native_male_prison_admits_rate,native_female_prison_admits_rate,aapi_prison_admits_rate,aapi_male_prison_admits_rate,aapi_female_prison_admits_rate
1994,33,NH,New Hampshire,Northeast,New England,548,488,53,44.06,,,62.84,,,436.09,,,1.4,3,0,327.48,,80.4,128.6,7.8,0,23.83,41,11.17,0,,,1382.8,,,1350.94,,,772,220.52,false,2021,110,1911,101,97,4,152,146,6,1911,1806,105,1,1,0,8,7,1,10,,,1065,986,63,31,,,54,,,911,,,0,,,,,,23,,,753879,375698,378181,4798,2738,2060,9154,4687,4467,730379,363680,366699,1544,802,742,8004,3791,4213,2440.4,323.71,72.69,129.89,14.01,918.3,686.48,59.71,90.67,37.48,4091.45,2755.12,183.42,,,179.2,,,268.08,508.65,29.09,2105.04,3542.73,194.17,1660.48,3115,134.32,261.64,496.59,28.63,64.77,124.69,0,99.95,184.65,23.74,141.27,262.44,16.66,646.1,,,589.91,,,124.73,,,0,,,,,
1993,33,NH,New Hampshire,Northeast,New England,1106,1019.2,86.8,62.03,,,68.01,,,997.86,,,3,0,,592.04,,46,95.36,9,98,125,1004,13,998,,,3755.03,,,3504.75,,,1678,513.96,false,1775,86,1689,76,73,3,144,133,11,1691,1610,81,1,1,0,7,5,2,14,,,957,890,56,27,,,96,,,792,,,0,,,,,,5,,,746807,372197,374610,4466,2492,1974,8510,4392,4118,724489,360755,363734,1500,792,708,7842,3766,4076,2785.64,373.01,148.1,273.83,23.17,1388.94,799.18,137.73,200,0,7549.6,6553.94,502.81,,,469.3,,,237.68,453.79,22.96,1701.75,2929.37,151.98,1692.13,3028.23,267.12,233.41,446.29,22.27,66.67,126.26,0,89.26,132.77,49.07,128.15,239.12,14.95,604.57,,,1128.08,,,109.32,,,0,,,,,
1992,33,NH,New Hampshire,Northeast,New England,723,663,65,26,,,79.28,,,619,,,3.64,4,,419,,9.2,20,2,0,,7,6,21,,,2655.04,,,2556.86,,,1095,304,false,1777,79,1698,79,78,1,124,118,6,1686,1609,77,5,5,0,7,6,1,27,,,916,868,40,8,,,87,,,734,,,0,,,,,,12,,,741178,369186,371992,4368,2480,1888,7813,4002,3811,720190,358380,361810,1496,781,715,7311,3543,3768,2480,334.6,97.55,179.58,17.47,595.24,1014.72,85.95,243.32,54.71,5731.09,4158.12,358.22,,,344.97,,,239.75,459.93,21.24,1808.61,3145.16,52.97,1587.1,2948.53,157.44,234.1,448.96,21.28,334.22,640.2,0,95.75,169.35,26.54,123.59,235.11,10.75,183.15,,,1113.53,,,101.92,,,0,,,,,
1991,33,NH,New Hampshire,Northeast,New England,802,724,54,54.48,,,42.92,,,676.94,,,0,0,,432,,7.4,1,1,0,,10,5,13,,,2532.5,,,2482.5,,,848,370,false,1533,73,1460,80,79,1,103,98,5,1443,1371,72,5,5,0,5,5,0,24,,,828,775,39,0,,,67,,,743,,,0,,,,,,12,,,740870,368591,372279,4242,2410,1832,7532,3907,3625,720689,358134,362555,1478,770,708,6929,3370,3559,2334,315.04,108.25,196.42,14.51,1284.3,569.84,93.93,0,0,6234.67,5339.88,341.83,,,335.08,,,206.92,396.1,19.61,1885.9,3278.01,54.59,1367.5,2508.32,137.93,200.23,382.82,19.86,338.29,649.35,0,72.16,148.37,0,111.76,210.26,10.48,0,,,889.54,,,103.1,,,0,,,,,
1990,33,NH,New Hampshire,Northeast,New England,775,722,51,30.77,,,162.91,,,580,,,4.3,12.35,,405,,5.6,23,1,0,,0,4,0,,,2137.5,,,2013.75,,,867,370,false,1342,44,1298,57,56,1,58,55,3,1276,1239,37,0,0,0,3,3,0,11,,,681,654,19,24,,,46,,,660,,,0,,,,,,11,,,750954,374502,376452,4712,2724,1988,7564,3969,3595,730401,363743,366658,1506,802,704,6771,3264,3507,2094,278.85,103.2,192.79,13.55,653.01,2153.75,79.41,285.52,182.4,5981.39,5464.48,284.64,,,268.16,,,178.71,346.59,11.69,1209.68,2055.8,50.3,766.79,1385.74,83.45,174.7,340.63,10.09,0,0,0,44.31,91.91,0,90.68,174.63,5.05,509.34,,,608.14,,,90.36,,,0,,,,,
1989,33,NH,New Hampshire,Northeast,New England,602,615,54,43,,,59,,,545,,,8.2,15,,423,,3.8,14,20,0,,5,3,1,,,1720.5,,,1609,,,698,179,false,1166,38,1128,47,46,1,44,41,3,1116,1079,37,0,0,0,3,3,0,14,,,577,546,24,0,,,24,,,531,,,0,,,,,,4,,,748445,373450,374995,,,,,,,,,,,,,,,,1754,234.35,80.43,164.68,14.4,,,,,,,,229.88,,,214.98,,,155.79,302.05,10.13,,,,,,,,,,,,,,,,77.09,146.2,6.4,,,,,,,,,,,,,,,
1988,33,NH,New Hampshire,Northeast,New England,785,749,40,37,,,18,,,734,,,0,0,,440,,6,23,5,0,,4,2,0,,,3072.75,,,2983.25,,,911,345,false,1019,24,995,34,32,2,34,32,2,984,962,22,0,0,0,1,1,0,9,,,512,495,6,0,,,9,,,466,,,0,,,,,,10,,,736420,366996,369424,,,,,,,,,,,,,,,,1781,241.85,106.6,204.09,10.83,,,,,,,,417.26,,,405.1,,,138.37,271.12,6.5,,,,,,,,,,,,,,,,69.53,134.88,1.62,,,,,,,,,,,,,,,
1987,33,NH,New Hampshire,Northeast,New England,516,486.96,29.04,38,,,9.4,,,472,,,1.22,0,,250,,1.8,8,0,,,0,,0,,,1566.75,,,1478.75,,,476,266,false,867,18,849,24,21,3,20,19,1,842,827,15,1,1,0,0,0,0,12,,,435,423,0,4,,,8,,,394,,,0,,,,,,0,,,719416,358230,361186,,,,,,,,,,,,,,,,1375,191.13,71.72,135.94,8.04,,,,,,,,217.78,,,205.55,,,120.51,237,4.98,,,,,,,,,,,,,,,,60.47,118.08,0,,,,,,,,,,,,,,,
1986,33,NH,New Hampshire,Northeast,New England,434,411,23,15,,,8,,,410,,,1,0,,353,,1.6,14,0,,,0,,0,,,1697.25,,,1669.5,,,486,81,false,782,22,760,23,21,2,17,16,1,758,738,20,0,0,0,1,1,0,13,,,407,396,5,0,,,8,,,303,,,0,,,,,,0,,,697660,347402,350258,,,,,,,,,,,,,,,,1202,172.29,62.21,118.31,6.57,,,,,,,,243.28,,,239.3,,,112.09,218.77,6.28,,,,,,,,,,,,,,,,58.34,113.99,1.43,,,,,,,,,,,,,,,
1985,33,NH,New Hampshire,Northeast,New England,370,348,22,13,,,8,,,349,,,0,0,,289.91,,1.4,10,0,,,0,,0,,,1444.75,,,1436.25,,,326,80.09,false,683,18,665,14,11,3,7,6,1,669,654,15,0,0,0,0,0,0,10,,,340,329,0,4,,,5,,,295,,,0,,,,,,5,,,675878,335959,339919,,,,,,,,,,,,,,,,1043,154.32,54.74,103.58,6.47,,,,,,,,213.76,,,212.5,,,101.05,197.94,5.3,,,,,,,,,,,,,,,,50.3,97.93,0,,,,,,,,,,,,,,,
1984,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,581,14,567,11,10,1,7,6,1,570,557,13,0,0,0,0,0,0,0,,,304,295,0,0,,,0,,,206,,,0,,,,,,6,,,659115,327420,331695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.15,173.17,4.22,,,,,,,,,,,,,,,,46.12,90.1,0,,,,,,,,,,,,,,,
1983,33,NH,New Hampshire,Northeast,New England,475,440.01,34.99,10.26,,,9.65,,,455.08,,,0,0,0,309.28,,4,24.5,8,,,5,,4,,,1986,,,1931.75,,,632,165.72,false,479,14,465,12,12,0,11,10,1,467,453,14,0,0,0,0,0,0,0,,,284,275,0,0,,,0,,,72,,,0,,,,,,0,,,642930,318925,324005,,,,,,,,,,,,,,,,929.5,144.57,73.88,137.97,10.8,,,,,,,,308.9,,,300.46,,,74.5,145.8,4.32,,,,,,,,,,,,,,,,44.17,86.23,0,,,,,,,,,,,,,,,
1982,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,445,10,435,7,7,0,9,8,1,437,427,10,1,1,0,0,0,0,,,,282,274,,,,,,,,,,,,,,,,,,,,633274,313506,319768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27,138.75,3.13,,,,,,,,,,,,,,,,44.53,87.4,,,,,,,,,,,,,,,,
1981,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,398,7,391,5,5,0,4,4,0,390,383,7,3,3,0,0,0,0,,,,290,285,,,,,,,,,,,,,,,,,,,,624765,309010,315755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,126.53,2.22,,,,,,,,,,,,,,,,46.42,92.23,,,,,,,,,,,,,,,,
1980,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,326,5,321,7,7,0,1,1,0,310,305,5,3,3,0,6,6,0,,,,216,211,,,,,,,,,,,,,,,,,,,,613914,303419,310495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,105.79,1.61,,,,,,,,,,,,,,,,35.18,69.54,,,,,,,,,,,,,,,,
1979,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,316,5,311,6,6,0,2,2,0,309,304,5,1,1,0,0,0,0,,,,213,210,,,,,,,,,,,,,,,,,,,,602624,298094,304530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44,104.33,1.64,,,,,,,,,,,,,,,,35.35,70.45,,,,,,,,,,,,,,,,
1978,33,NH,New Hampshire,Northeast,New England,362,347,23,8.34,,,7.86,,,345.8,,,0,0,0,129,,2,6,1,,,,,,,,1651,,,1586,,,568,233,false,283,6,277,6,6,0,0,0,0,276,270,6,1,1,0,0,0,0,,,,214,208,,,,,,,,,,,,,,,,,,,,586188,290087,296101,,,,,,,,,,,,,,,,639,109.01,61.75,119.62,7.77,,,,,,,,281.65,,,270.56,,,48.28,95.49,2.03,,,,,,,,,,,,,,,,36.51,71.7,,,,,,,,,,,,,,,,
1977,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566246,280324,285922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544230,269598,274632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527003,261259,265744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514648,255100,259548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500442,247988,252454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482318,238623,243695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464929,229346,235583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,33,NH,New Hampshire,Northeast,New England,333,327,6,7.94,,,7.64,,,317.42,,,0,0,0,107,,,,,,,,,,,,,,,,,,643,226,false,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448893,220725,228168,,,,,,,,,,,,,,,,577,128.54,74.18,148.15,2.63,,,,,,,,,,,,,,54.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432864,212108,220756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,33,NH,New Hampshire,Northeast,New England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,34,NJ,New Jersey,Northeast,Middle Atlantic,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,12593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998154,3000133,2998021,850166,410709,439457,1412241,717459,694782,3039352,1530829,1508523,11505,5654,5851,684890,335482,349408,13457,224.35,14.4,,,,,,,,,,,,,,,,209.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,34,NJ,New Jersey,Northeast,Middle Atlantic,7756.5,7131.07,635.43,4552.06,,,1393.19,,,1693.09,,,12,37,79.16,5730.06,,1094,342.63,686,0,686,5,403,0,,,15476.88,,,15168.25,,,11898.88,2036.44,false,13123.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998154,3000133,2998021,850166,410709,439457,1412241,717459,694782,3039352,1530829,1508523,11505,5654,5851,684890,335482,349408,20537.37,342.39,129.31,237.69,21.19,535.43,98.65,55.71,104.3,5.4,836.64,297.34,258.03,,,252.88,,,218.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,34,NJ,New Jersey,Northeast,Middle Atlantic,8315,7738.88,581.13,5070.05,,,1379.68,,,1763.56,,,9,46,51.72,7002.1,,1597,537.25,569.63,0,0,0,1160,437,,,16876.43,,,16167.56,,,12028.25,1312.9,false,12657,424,12233,7738,7537,201,1877,1837,40,2888,2710,178,6,5,1,99,95,4,,,,5447,5202,,,,,,,,,,,,,,,,,,,,6007751,3003604,3004147,848563,408940,439623,1386439,704655,681784,3088562,1554743,1533819,11432,5585,5847,672755,329681,343074,20434.75,340.14,138.4,257.65,19.34,597.49,99.51,57.1,78.73,6.84,1040.81,195.15,280.91,,,269.11,,,210.68,407.28,14.11,911.89,1843.06,45.72,135.38,260.69,5.87,93.51,174.31,11.61,52.48,89.53,17.1,14.72,28.82,1.17,90.67,173.19,,,,,,,,,,,,,,,,
2021,34,NJ,New Jersey,Northeast,Middle Atlantic,8577,7169.81,421.19,4667.3,,,1239.18,,,1578.5,,,7,40.98,58.03,6143.22,,1273.25,447,577.38,0,1,98.13,1174.13,0,,,12292.44,10534.89,1757.55,11504.18,9869.53,1634.65,11907,1447.78,false,12506,454,12052,7662,7443,219,1941,1910,31,2771,2577,194,13,12,1,97,90,7,,,,4540,4299,,,,,,,,,,,,,,,,,,,,6044463,3021749,3022714,849319,409159,440160,1365955,694635,671320,3150696,1585271,1565425,11326,5544,5782,667167,327140,340027,20636,341.4,141.9,237.27,13.93,549.53,90.72,50.1,61.8,6.14,920.79,217,203.37,348.64,58.14,190.33,326.62,54.08,206.9,398.84,15.02,902.13,1819.1,49.75,142.1,274.96,4.62,87.95,162.56,12.39,114.78,216.45,17.3,14.54,27.51,2.06,75.11,142.27,,,,,,,,,,,,,,,,
2020,34,NJ,New Jersey,Northeast,Middle Atlantic,8457.5,5911.54,378.71,3748.64,,,1083.5,,,1345.97,,,7.69,37.08,67.37,4938.97,,1312.31,359.46,239.42,0,427,422.17,462.33,0.81,,,66167.62,56957.8,9209.82,61846.1,53359.46,8486.64,11885.44,1351.28,false,12830,461,12369,7772,7565,207,2096,2063,33,2619,2411,208,9,8,1,96,91,5,,,,3972,3726,,,,,,,,,,,,,,,,,,,,6068510,3033427,3035083,850922,409743,441179,1349754,686848,662906,3195587,1607129,1588458,11306,5518,5788,660941,324189,336752,20928.04,344.86,139.37,194.88,12.48,440.54,80.27,42.12,68.02,5.61,747.26,204.45,1090.34,1877.67,303.45,1019.13,1759.05,279.62,211.42,407.76,15.19,913.36,1846.28,46.92,155.29,300.36,4.98,81.96,150.02,13.09,79.6,144.98,17.28,14.52,28.07,1.48,65.45,122.83,,,,,,,,,,,,,,,,
2019,34,NJ,New Jersey,Northeast,Middle Atlantic,8946.57,7991.18,761.39,3705.72,,,2098.55,,,2028.72,,,11,79.79,103.79,5289.22,,1894,224,55,0,1,1277,603,13,,,27068.25,22835,4204,25068.37,21493.11,3575.26,14202,3347.35,false,18613,701,17912,11372,11033,339,2911,2863,48,3978,3681,297,13,12,1,139,130,9,242,223,18,7479,7026,,,,,,,,,,,,,,,,,,,,6079954,3035937,3044017,849046,407718,441328,1328665,675918,652747,3236260,1625930,1610330,11209,5462,5747,654774,320909,333865,27335.57,449.6,147.15,263.22,25.01,436.46,157.94,62.69,98.14,12.19,807.79,511.22,445.2,752.16,138.11,412.31,707.96,117.45,306.14,590,23.03,1339.39,2706.04,76.81,219.09,423.57,7.35,122.92,226.39,18.44,115.98,219.7,17.4,21.23,40.51,2.7,123.01,231.43,,,,,,,,,,,,,,,,
2018,34,NJ,New Jersey,Northeast,Middle Atlantic,11389,9878.86,952.14,4999.2,,,2893.81,,,2567.33,,,14.3,138.78,57.56,7342.94,,1987.67,491,654.67,0,2,1621.5,357.67,6.5,,,31628.25,22145.57,6231.93,31783.66,23340.05,3888.11,16663.77,4046.06,false,19362,770,18592,11847,11477,370,3031,2967,64,4125,3811,314,13,11,2,124,111,13,242,223,18,8050,7549,476,4393,4221,172,1035,1012,23,2064,1809,255,11,11,,49,44,5,138,117,21,6076402,3030767,3045635,845388,404830,440558,1302980,662727,640253,3271825,1642118,1629707,11158,5461,5697,645051,315631,329420,30260,497.99,187.43,325.95,31.26,591.35,222.09,78.47,128.16,21.51,1138.35,627.25,520.51,730.69,204.62,523.07,770.1,127.66,318.64,613.44,25.28,1401.37,2835.02,83.98,232.62,447.7,10,126.08,232.08,19.27,116.51,201.43,35.11,19.22,35.17,3.95,132.48,249.08,15.63,519.64,1042.66,39.04,79.43,152.7,3.59,63.08,110.16,15.65,98.58,201.43,,7.6,13.94,1.52
2017,34,NJ,New Jersey,Northeast,Middle Atlantic,11644,9873.86,986.14,5107.33,,,2600.37,,,2878.58,,,21.8,171.48,198.01,8406.45,,1757.33,196.5,858.33,0,1,1488,268.33,0,,,31034.25,24589,6725.5,28576.57,21765.31,3696.51,16491.53,3237.55,false,19585,774,18811,11997,11619,378,3126,3054,72,4185,3875,310,11,8,3,123,112,11,184,168,15,8936,8418,498,4974,4780,194,1261,1233,28,2372,2111,261,10,9,1,51,48,3,121,109,11,6070694,3024641,3046053,842607,402433,440174,1274649,648318,626331,3306305,1657683,1648622,11152,5466,5686,635981,310741,325240,31032.5,511.19,191.81,326.45,32.37,606.13,204.01,87.06,195.48,26.96,1321.81,509.06,511.21,812.96,220.79,470.73,719.6,121.35,322.62,621.93,25.41,1423.8,2887.19,85.88,245.24,471.07,11.5,126.58,233.76,18.8,98.64,146.36,52.76,19.34,36.04,3.38,147.2,278.31,16.35,590.31,1187.78,44.07,98.93,190.18,4.47,71.74,127.35,15.83,89.67,164.65,17.59,8.02,15.45,0.92
